,img_id,obj_id,"(x, y)",color,shape,size
29906,4984,2,[35 24],"(255, 0, 0)",c,5
29907,4984,3,[30 64],"(0, 156, 255)",c,5
29908,4984,4,[11 19],"(128, 128, 128)",r,5
29909,4984,5,[18 55],"(0, 255, 255)",c,5
29910,4985,0,[37 46],"(0, 0, 255)",r,5
29911,4985,1,[24 46],"(0, 255, 0)",c,5
29912,4985,2,[53 39],"(255, 0, 0)",r,5
29913,4985,3,[68 60],"(0, 156, 255)",r,5
29914,4985,4,[18 25],"(128, 128, 128)",r,5
29915,4985,5,[53 11],"(0, 255, 255)",r,5
29916,4986,0,[23 64],"(0, 0, 255)",c,5
29917,4986,1,[55 16],"(0, 255, 0)",r,5
29918,4986,2,[5 7],"(255, 0, 0)",c,5
29919,4986,3,[53  5],"(0, 156, 255)",r,5
29920,4986,4,[16 20],"(128, 128, 128)",c,5
29921,4986,5,[10 44],"(0, 255, 255)",c,5
29922,4987,0,[34 12],"(0, 0, 255)",c,5
29923,4987,1,[66 51],"(0, 255, 0)",c,5
29924,4987,2,[66 36],"(255, 0, 0)",c,5
29925,4987,3,[25 53],"(0, 156, 255)",c,5
29926,4987,4,[17 59],"(128, 128, 128)",c,5
29927,4987,5,[16 17],"(0, 255, 255)",r,5
29928,4988,0,[23 38],"(0, 0, 255)",r,5
29929,4988,1,[62 59],"(0, 255, 0)",r,5
29930,4988,2,[66 47],"(255, 0, 0)",c,5
29931,4988,3,[59 10],"(0, 156, 255)",c,5
29932,4988,4,[43 43],"(128, 128, 128)",r,5
29933,4988,5,[23 55],"(0, 255, 255)",c,5
29934,4989,0,[12 52],"(0, 0, 255)",c,5
29935,4989,1,[56 41],"(0, 255, 0)",r,5
29936,4989,2,[61 20],"(255, 0, 0)",c,5
29937,4989,3,[ 8 35],"(0, 156, 255)",r,5
29938,4989,4,[ 8 12],"(128, 128, 128)",r,5
29939,4989,5,[68 62],"(0, 255, 255)",c,5
29940,4990,0,[ 5 15],"(0, 0, 255)",c,5
29941,4990,1,[37 37],"(0, 255, 0)",c,5
29942,4990,2,[30 57],"(255, 0, 0)",r,5
29943,4990,3,[20 50],"(0, 156, 255)",r,5
29944,4990,4,[68 40],"(128, 128, 128)",c,5
29945,4990,5,[46 57],"(0, 255, 255)",r,5
29946,4991,0,[56 57],"(0, 0, 255)",c,5
29947,4991,1,[59 44],"(0, 255, 0)",c,5
29948,4991,2,[ 5 33],"(255, 0, 0)",c,5
29949,4991,3,[55 31],"(0, 156, 255)",r,5
29950,4991,4,[29 28],"(128, 128, 128)",c,5
29951,4991,5,[49 20],"(0, 255, 255)",c,5
29952,4992,0,[54 43],"(0, 0, 255)",c,5
29953,4992,1,[37 32],"(0, 255, 0)",c,5
29954,4992,2,[36 22],"(255, 0, 0)",c,5
29955,4992,3,[60 60],"(0, 156, 255)",r,5
29956,4992,4,[64 48],"(128, 128, 128)",c,5
29957,4992,5,[35 58],"(0, 255, 255)",r,5
29958,4993,0,[59  7],"(0, 0, 255)",r,5
29959,4993,1,[27  7],"(0, 255, 0)",c,5
29960,4993,2,[54 44],"(255, 0, 0)",r,5
29961,4993,3,[13 60],"(0, 156, 255)",c,5
29962,4993,4,[38 33],"(128, 128, 128)",c,5
29963,4993,5,[46  6],"(0, 255, 255)",c,5
29964,4994,0,[33 69],"(0, 0, 255)",r,5
29965,4994,1,[28 25],"(0, 255, 0)",c,5
29966,4994,2,[53 11],"(255, 0, 0)",c,5
29967,4994,3,[39 61],"(0, 156, 255)",c,5
29968,4994,4,[33  6],"(128, 128, 128)",r,5
29969,4994,5,[49 52],"(0, 255, 255)",r,5
29970,4995,0,[34 63],"(0, 0, 255)",r,5
29971,4995,1,[31 49],"(0, 255, 0)",r,5
29972,4995,2,[64 37],"(255, 0, 0)",c,5
29973,4995,3,[20 35],"(0, 156, 255)",c,5
29974,4995,4,[ 5 30],"(128, 128, 128)",r,5
29975,4995,5,[67 48],"(0, 255, 255)",c,5
29976,4996,0,[52 20],"(0, 0, 255)",r,5
29977,4996,1,[24 20],"(0, 255, 0)",c,5
29978,4996,2,[46 35],"(255, 0, 0)",c,5
29979,4996,3,[61 35],"(0, 156, 255)",c,5
29980,4996,4,[35 24],"(128, 128, 128)",c,5
29981,4996,5,[67 44],"(0, 255, 255)",c,5
29982,4997,0,[43 50],"(0, 0, 255)",r,5
29983,4997,1,[53 20],"(0, 255, 0)",c,5
29984,4997,2,[ 8 31],"(255, 0, 0)",c,5
29985,4997,3,[57 45],"(0, 156, 255)",r,5
29986,4997,4,[21 29],"(128, 128, 128)",c,5
29987,4997,5,[40 18],"(0, 255, 255)",r,5
29988,4998,0,[31 47],"(0, 0, 255)",r,5
29989,4998,1,[ 6 60],"(0, 255, 0)",c,5
29990,4998,2,[15 26],"(255, 0, 0)",r,5
29991,4998,3,[18 41],"(0, 156, 255)",c,5
29992,4998,4,[49  8],"(128, 128, 128)",c,5
29993,4998,5,[31 23],"(0, 255, 255)",r,5
29994,4999,0,[22 62],"(0, 0, 255)",c,5
29995,4999,1,[11 45],"(0, 255, 0)",r,5
29996,4999,2,[15 16],"(255, 0, 0)",r,5
29997,4999,3,[39 44],"(0, 156, 255)",r,5
29998,4999,4,[ 6 65],"(128, 128, 128)",c,5
29999,4999,5,[62 63],"(0, 255, 255)",r,5
30000,5000,0,[44 12],"(0, 0, 255)",c,5
30001,5000,1,[49 39],"(0, 255, 0)",r,5
30002,5000,2,[50 69],"(255, 0, 0)",r,5
30003,5000,3,[ 6 62],"(0, 156, 255)",r,5
30004,5000,4,[55 23],"(128, 128, 128)",r,5
30005,5000,5,[ 5 26],"(0, 255, 255)",c,5
30006,5001,0,[52 16],"(0, 0, 255)",c,5
30007,5001,1,[59 48],"(0, 255, 0)",r,5
30008,5001,2,[40 35],"(255, 0, 0)",r,5
30009,5001,3,[38 13],"(0, 156, 255)",r,5
30010,5001,4,[25 41],"(128, 128, 128)",r,5
30011,5001,5,[19 21],"(0, 255, 255)",r,5
30012,5002,0,[41  7],"(0, 0, 255)",c,5
30013,5002,1,[46 22],"(0, 255, 0)",c,5
30014,5002,2,[14 64],"(255, 0, 0)",c,5
30015,5002,3,[60 31],"(0, 156, 255)",c,5
30016,5002,4,[29 46],"(128, 128, 128)",c,5
30017,5002,5,[32 23],"(0, 255, 255)",c,5
30018,5003,0,[59 60],"(0, 0, 255)",r,5
30019,5003,1,[25 10],"(0, 255, 0)",r,5
30020,5003,2,[65 35],"(255, 0, 0)",c,5
30021,5003,3,[33 69],"(0, 156, 255)",c,5
30022,5003,4,[38  8],"(128, 128, 128)",r,5
30023,5003,5,[54 49],"(0, 255, 255)",r,5
30024,5004,0,[45  5],"(0, 0, 255)",c,5
30025,5004,1,[23  8],"(0, 255, 0)",r,5
30026,5004,2,[25 19],"(255, 0, 0)",c,5
30027,5004,3,[29 55],"(0, 156, 255)",r,5
30028,5004,4,[21 31],"(128, 128, 128)",c,5
30029,5004,5,[ 7 15],"(0, 255, 255)",c,5
30030,5005,0,[68 58],"(0, 0, 255)",c,5
30031,5005,1,[58 32],"(0, 255, 0)",c,5
30032,5005,2,[55 22],"(255, 0, 0)",c,5
30033,5005,3,[36 48],"(0, 156, 255)",r,5
30034,5005,4,[44 14],"(128, 128, 128)",c,5
30035,5005,5,[69 32],"(0, 255, 255)",r,5
30036,5006,0,[24 62],"(0, 0, 255)",r,5
30037,5006,1,[34 21],"(0, 255, 0)",c,5
30038,5006,2,[47  6],"(255, 0, 0)",r,5
30039,5006,3,[36 58],"(0, 156, 255)",r,5
30040,5006,4,[55 39],"(128, 128, 128)",c,5
30041,5006,5,[13 22],"(0, 255, 255)",r,5
30042,5007,0,[ 8 17],"(0, 0, 255)",r,5
30043,5007,1,[24 18],"(0, 255, 0)",c,5
30044,5007,2,[63 25],"(255, 0, 0)",c,5
30045,5007,3,[59 61],"(0, 156, 255)",r,5
30046,5007,4,[22 67],"(128, 128, 128)",c,5
30047,5007,5,[53 53],"(0, 255, 255)",r,5
30048,5008,0,[57 69],"(0, 0, 255)",c,5
30049,5008,1,[37 46],"(0, 255, 0)",r,5
30050,5008,2,[65 17],"(255, 0, 0)",r,5
30051,5008,3,[55 40],"(0, 156, 255)",c,5
30052,5008,4,[37 64],"(128, 128, 128)",c,5
30053,5008,5,[ 8 54],"(0, 255, 255)",r,5
30054,5009,0,[65 38],"(0, 0, 255)",c,5
30055,5009,1,[50 48],"(0, 255, 0)",r,5
30056,5009,2,[23 48],"(255, 0, 0)",r,5
30057,5009,3,[43 24],"(0, 156, 255)",c,5
30058,5009,4,[30 65],"(128, 128, 128)",r,5
30059,5009,5,[ 5 67],"(0, 255, 255)",c,5
30060,5010,0,[60 58],"(0, 0, 255)",r,5
30061,5010,1,[64 32],"(0, 255, 0)",r,5
30062,5010,2,[ 6 68],"(255, 0, 0)",r,5
30063,5010,3,[55 24],"(0, 156, 255)",r,5
30064,5010,4,[16 36],"(128, 128, 128)",c,5
30065,5010,5,[40 68],"(0, 255, 255)",c,5
30066,5011,0,[57 59],"(0, 0, 255)",r,5
30067,5011,1,[43  5],"(0, 255, 0)",r,5
30068,5011,2,[ 9 59],"(255, 0, 0)",r,5
30069,5011,3,[47 32],"(0, 156, 255)",r,5
30070,5011,4,[38 38],"(128, 128, 128)",r,5
30071,5011,5,[ 5 42],"(0, 255, 255)",c,5
30072,5012,0,[22 16],"(0, 0, 255)",c,5
30073,5012,1,[35 24],"(0, 255, 0)",c,5
30074,5012,2,[28 43],"(255, 0, 0)",c,5
30075,5012,3,[59 41],"(0, 156, 255)",c,5
30076,5012,4,[56 31],"(128, 128, 128)",r,5
30077,5012,5,[25 62],"(0, 255, 255)",c,5
30078,5013,0,[38 20],"(0, 0, 255)",r,5
30079,5013,1,[ 6 26],"(0, 255, 0)",r,5
30080,5013,2,[56 68],"(255, 0, 0)",c,5
30081,5013,3,[21 22],"(0, 156, 255)",c,5
30082,5013,4,[39 60],"(128, 128, 128)",r,5
30083,5013,5,[32 43],"(0, 255, 255)",r,5
30084,5014,0,[49 30],"(0, 0, 255)",r,5
30085,5014,1,[68 33],"(0, 255, 0)",c,5
30086,5014,2,[54 64],"(255, 0, 0)",r,5
30087,5014,3,[24 47],"(0, 156, 255)",c,5
30088,5014,4,[7 7],"(128, 128, 128)",c,5
30089,5014,5,[30 59],"(0, 255, 255)",r,5
30090,5015,0,[45 38],"(0, 0, 255)",c,5
30091,5015,1,[54 53],"(0, 255, 0)",c,5
30092,5015,2,[61 41],"(255, 0, 0)",c,5
30093,5015,3,[49 24],"(0, 156, 255)",r,5
30094,5015,4,[35 22],"(128, 128, 128)",r,5
30095,5015,5,[62 29],"(0, 255, 255)",r,5
30096,5016,0,[22 20],"(0, 0, 255)",c,5
30097,5016,1,[59 42],"(0, 255, 0)",r,5
30098,5016,2,[40 66],"(255, 0, 0)",r,5
30099,5016,3,[36  9],"(0, 156, 255)",r,5
30100,5016,4,[63 10],"(128, 128, 128)",c,5
30101,5016,5,[36 41],"(0, 255, 255)",c,5
30102,5017,0,[61 51],"(0, 0, 255)",r,5
30103,5017,1,[17 49],"(0, 255, 0)",r,5
30104,5017,2,[ 7 37],"(255, 0, 0)",r,5
30105,5017,3,[63 63],"(0, 156, 255)",c,5
30106,5017,4,[67 19],"(128, 128, 128)",c,5
30107,5017,5,[45  5],"(0, 255, 255)",c,5
30108,5018,0,[ 6 59],"(0, 0, 255)",c,5
30109,5018,1,[ 9 46],"(0, 255, 0)",c,5
30110,5018,2,[28 49],"(255, 0, 0)",c,5
30111,5018,3,[65 27],"(0, 156, 255)",r,5
30112,5018,4,[14  6],"(128, 128, 128)",c,5
30113,5018,5,[23 68],"(0, 255, 255)",c,5
30114,5019,0,[38 65],"(0, 0, 255)",c,5
30115,5019,1,[60 38],"(0, 255, 0)",c,5
30116,5019,2,[51 28],"(255, 0, 0)",r,5
30117,5019,3,[10 63],"(0, 156, 255)",c,5
30118,5019,4,[10 13],"(128, 128, 128)",c,5
30119,5019,5,[26 29],"(0, 255, 255)",r,5
30120,5020,0,[18 22],"(0, 0, 255)",r,5
30121,5020,1,[65 43],"(0, 255, 0)",c,5
30122,5020,2,[51 22],"(255, 0, 0)",c,5
30123,5020,3,[61 13],"(0, 156, 255)",c,5
30124,5020,4,[11 12],"(128, 128, 128)",c,5
30125,5020,5,[64 66],"(0, 255, 255)",c,5
30126,5021,0,[42 31],"(0, 0, 255)",r,5
30127,5021,1,[37 15],"(0, 255, 0)",r,5
30128,5021,2,[68 17],"(255, 0, 0)",r,5
30129,5021,3,[28 25],"(0, 156, 255)",r,5
30130,5021,4,[60 41],"(128, 128, 128)",c,5
30131,5021,5,[ 8 54],"(0, 255, 255)",c,5
30132,5022,0,[26 55],"(0, 0, 255)",c,5
30133,5022,1,[54 31],"(0, 255, 0)",c,5
30134,5022,2,[22 35],"(255, 0, 0)",r,5
30135,5022,3,[40 15],"(0, 156, 255)",r,5
30136,5022,4,[65 61],"(128, 128, 128)",r,5
30137,5022,5,[32 30],"(0, 255, 255)",r,5
30138,5023,0,[17 35],"(0, 0, 255)",c,5
30139,5023,1,[32 50],"(0, 255, 0)",r,5
30140,5023,2,[50 32],"(255, 0, 0)",r,5
30141,5023,3,[66 50],"(0, 156, 255)",r,5
30142,5023,4,[25 69],"(128, 128, 128)",r,5
30143,5023,5,[66 15],"(0, 255, 255)",r,5
30144,5024,0,[33 15],"(0, 0, 255)",c,5
30145,5024,1,[58 44],"(0, 255, 0)",r,5
30146,5024,2,[10 34],"(255, 0, 0)",c,5
30147,5024,3,[69 18],"(0, 156, 255)",r,5
30148,5024,4,[15  7],"(128, 128, 128)",c,5
30149,5024,5,[41 34],"(0, 255, 255)",c,5
30150,5025,0,[66 18],"(0, 0, 255)",r,5
30151,5025,1,[19 34],"(0, 255, 0)",r,5
30152,5025,2,[63  7],"(255, 0, 0)",c,5
30153,5025,3,[9 8],"(0, 156, 255)",c,5
30154,5025,4,[20 18],"(128, 128, 128)",r,5
30155,5025,5,[66 48],"(0, 255, 255)",c,5
30156,5026,0,[43  8],"(0, 0, 255)",c,5
30157,5026,1,[ 5 10],"(0, 255, 0)",c,5
30158,5026,2,[38 25],"(255, 0, 0)",r,5
30159,5026,3,[52 52],"(0, 156, 255)",c,5
30160,5026,4,[25 30],"(128, 128, 128)",c,5
30161,5026,5,[67 19],"(0, 255, 255)",r,5
30162,5027,0,[37 19],"(0, 0, 255)",c,5
30163,5027,1,[17 65],"(0, 255, 0)",c,5
30164,5027,2,[37 29],"(255, 0, 0)",r,5
30165,5027,3,[ 6 50],"(0, 156, 255)",c,5
30166,5027,4,[53 42],"(128, 128, 128)",c,5
30167,5027,5,[15  7],"(0, 255, 255)",c,5
30168,5028,0,[66 47],"(0, 0, 255)",r,5
30169,5028,1,[60 30],"(0, 255, 0)",r,5
30170,5028,2,[26 67],"(255, 0, 0)",r,5
30171,5028,3,[10 53],"(0, 156, 255)",r,5
30172,5028,4,[21 45],"(128, 128, 128)",c,5
30173,5028,5,[16 10],"(0, 255, 255)",r,5
30174,5029,0,[61 58],"(0, 0, 255)",c,5
30175,5029,1,[ 7 24],"(0, 255, 0)",r,5
30176,5029,2,[36 21],"(255, 0, 0)",r,5
30177,5029,3,[26 68],"(0, 156, 255)",r,5
30178,5029,4,[68 68],"(128, 128, 128)",r,5
30179,5029,5,[60 43],"(0, 255, 255)",r,5
30180,5030,0,[37 21],"(0, 0, 255)",r,5
30181,5030,1,[56 29],"(0, 255, 0)",c,5
30182,5030,2,[64 40],"(255, 0, 0)",c,5
30183,5030,3,[15 45],"(0, 156, 255)",c,5
30184,5030,4,[23 64],"(128, 128, 128)",r,5
30185,5030,5,[39 52],"(0, 255, 255)",r,5
30186,5031,0,[61 23],"(0, 0, 255)",c,5
30187,5031,1,[23 37],"(0, 255, 0)",c,5
30188,5031,2,[29 23],"(255, 0, 0)",r,5
30189,5031,3,[34 59],"(0, 156, 255)",r,5
30190,5031,4,[51 48],"(128, 128, 128)",r,5
30191,5031,5,[53  5],"(0, 255, 255)",c,5
30192,5032,0,[ 9 65],"(0, 0, 255)",r,5
30193,5032,1,[17 53],"(0, 255, 0)",c,5
30194,5032,2,[17 38],"(255, 0, 0)",c,5
30195,5032,3,[19 24],"(0, 156, 255)",c,5
30196,5032,4,[30 69],"(128, 128, 128)",c,5
30197,5032,5,[34 57],"(0, 255, 255)",c,5
30198,5033,0,[17 49],"(0, 0, 255)",c,5
30199,5033,1,[54 34],"(0, 255, 0)",r,5
30200,5033,2,[25 27],"(255, 0, 0)",c,5
30201,5033,3,[66 55],"(0, 156, 255)",r,5
30202,5033,4,[48 53],"(128, 128, 128)",c,5
30203,5033,5,[26 56],"(0, 255, 255)",c,5
30204,5034,0,[33 54],"(0, 0, 255)",c,5
30205,5034,1,[19 53],"(0, 255, 0)",c,5
30206,5034,2,[57 45],"(255, 0, 0)",c,5
30207,5034,3,[66 32],"(0, 156, 255)",c,5
30208,5034,4,[56  8],"(128, 128, 128)",c,5
30209,5034,5,[19 14],"(0, 255, 255)",c,5
30210,5035,0,[27 21],"(0, 0, 255)",c,5
30211,5035,1,[45 52],"(0, 255, 0)",r,5
30212,5035,2,[19 45],"(255, 0, 0)",c,5
30213,5035,3,[10 11],"(0, 156, 255)",r,5
30214,5035,4,[33 46],"(128, 128, 128)",c,5
30215,5035,5,[55 48],"(0, 255, 255)",c,5
30216,5036,0,[11 56],"(0, 0, 255)",r,5
30217,5036,1,[47  6],"(0, 255, 0)",c,5
30218,5036,2,[44 64],"(255, 0, 0)",r,5
30219,5036,3,[69 34],"(0, 156, 255)",c,5
30220,5036,4,[62 58],"(128, 128, 128)",c,5
30221,5036,5,[33  5],"(0, 255, 255)",r,5
30222,5037,0,[60 20],"(0, 0, 255)",r,5
30223,5037,1,[27 25],"(0, 255, 0)",c,5
30224,5037,2,[47 40],"(255, 0, 0)",c,5
30225,5037,3,[69 45],"(0, 156, 255)",r,5
30226,5037,4,[46 23],"(128, 128, 128)",r,5
30227,5037,5,[22 37],"(0, 255, 255)",c,5
30228,5038,0,[20 59],"(0, 0, 255)",c,5
30229,5038,1,[41 20],"(0, 255, 0)",c,5
30230,5038,2,[66 44],"(255, 0, 0)",c,5
30231,5038,3,[30 52],"(0, 156, 255)",c,5
30232,5038,4,[18 23],"(128, 128, 128)",c,5
30233,5038,5,[52 25],"(0, 255, 255)",r,5
30234,5039,0,[51 12],"(0, 0, 255)",c,5
30235,5039,1,[43 47],"(0, 255, 0)",c,5
30236,5039,2,[51 53],"(255, 0, 0)",c,5
30237,5039,3,[ 7 12],"(0, 156, 255)",r,5
30238,5039,4,[23 10],"(128, 128, 128)",c,5
30239,5039,5,[30 51],"(0, 255, 255)",r,5
30240,5040,0,[66 16],"(0, 0, 255)",r,5
30241,5040,1,[52 58],"(0, 255, 0)",c,5
30242,5040,2,[56 26],"(255, 0, 0)",c,5
30243,5040,3,[36 13],"(0, 156, 255)",c,5
30244,5040,4,[ 6 40],"(128, 128, 128)",r,5
30245,5040,5,[16 53],"(0, 255, 255)",c,5
30246,5041,0,[ 9 43],"(0, 0, 255)",r,5
30247,5041,1,[40 49],"(0, 255, 0)",r,5
30248,5041,2,[68 50],"(255, 0, 0)",r,5
30249,5041,3,[54 43],"(0, 156, 255)",c,5
30250,5041,4,[29 69],"(128, 128, 128)",c,5
30251,5041,5,[24 30],"(0, 255, 255)",r,5
30252,5042,0,[20 68],"(0, 0, 255)",c,5
30253,5042,1,[46 41],"(0, 255, 0)",c,5
30254,5042,2,[28 28],"(255, 0, 0)",r,5
30255,5042,3,[46 18],"(0, 156, 255)",c,5
30256,5042,4,[26 45],"(128, 128, 128)",r,5
30257,5042,5,[30 18],"(0, 255, 255)",c,5
30258,5043,0,[47 61],"(0, 0, 255)",c,5
30259,5043,1,[33 43],"(0, 255, 0)",r,5
30260,5043,2,[42 37],"(255, 0, 0)",c,5
30261,5043,3,[62 58],"(0, 156, 255)",r,5
30262,5043,4,[51 43],"(128, 128, 128)",c,5
30263,5043,5,[43 10],"(0, 255, 255)",r,5
30264,5044,0,[29 25],"(0, 0, 255)",r,5
30265,5044,1,[46 68],"(0, 255, 0)",c,5
30266,5044,2,[47 24],"(255, 0, 0)",c,5
30267,5044,3,[67 17],"(0, 156, 255)",c,5
30268,5044,4,[33 35],"(128, 128, 128)",r,5
30269,5044,5,[61  9],"(0, 255, 255)",c,5
30270,5045,0,[22 44],"(0, 0, 255)",c,5
30271,5045,1,[51 34],"(0, 255, 0)",c,5
30272,5045,2,[51  8],"(255, 0, 0)",r,5
30273,5045,3,[13 27],"(0, 156, 255)",c,5
30274,5045,4,[37  9],"(128, 128, 128)",r,5
30275,5045,5,[39 55],"(0, 255, 255)",r,5
30276,5046,0,[62 37],"(0, 0, 255)",c,5
30277,5046,1,[43 38],"(0, 255, 0)",c,5
30278,5046,2,[11 54],"(255, 0, 0)",r,5
30279,5046,3,[65 11],"(0, 156, 255)",c,5
30280,5046,4,[18 68],"(128, 128, 128)",r,5
30281,5046,5,[11 36],"(0, 255, 255)",r,5
30282,5047,0,[ 8 13],"(0, 0, 255)",r,5
30283,5047,1,[34 29],"(0, 255, 0)",r,5
30284,5047,2,[23 22],"(255, 0, 0)",c,5
30285,5047,3,[69 46],"(0, 156, 255)",c,5
30286,5047,4,[64  7],"(128, 128, 128)",c,5
30287,5047,5,[ 5 40],"(0, 255, 255)",c,5
30288,5048,0,[53 56],"(0, 0, 255)",c,5
30289,5048,1,[13 50],"(0, 255, 0)",c,5
30290,5048,2,[33 45],"(255, 0, 0)",r,5
30291,5048,3,[60 25],"(0, 156, 255)",r,5
30292,5048,4,[12 13],"(128, 128, 128)",c,5
30293,5048,5,[40 53],"(0, 255, 255)",r,5
30294,5049,0,[ 5 27],"(0, 0, 255)",c,5
30295,5049,1,[10 48],"(0, 255, 0)",c,5
30296,5049,2,[13 67],"(255, 0, 0)",c,5
30297,5049,3,[29 67],"(0, 156, 255)",r,5
30298,5049,4,[18 36],"(128, 128, 128)",r,5
30299,5049,5,[66 58],"(0, 255, 255)",c,5
30300,5050,0,[43 17],"(0, 0, 255)",c,5
30301,5050,1,[63 51],"(0, 255, 0)",c,5
30302,5050,2,[49 45],"(255, 0, 0)",r,5
30303,5050,3,[13 65],"(0, 156, 255)",r,5
30304,5050,4,[39 61],"(128, 128, 128)",c,5
30305,5050,5,[36 46],"(0, 255, 255)",r,5
30306,5051,0,[62 68],"(0, 0, 255)",c,5
30307,5051,1,[53 60],"(0, 255, 0)",r,5
30308,5051,2,[20 40],"(255, 0, 0)",c,5
30309,5051,3,[61 11],"(0, 156, 255)",r,5
30310,5051,4,[33 33],"(128, 128, 128)",c,5
30311,5051,5,[52 19],"(0, 255, 255)",r,5
30312,5052,0,[ 8 67],"(0, 0, 255)",r,5
30313,5052,1,[25 13],"(0, 255, 0)",c,5
30314,5052,2,[17 40],"(255, 0, 0)",c,5
30315,5052,3,[23 55],"(0, 156, 255)",c,5
30316,5052,4,[49 61],"(128, 128, 128)",r,5
30317,5052,5,[38  8],"(0, 255, 255)",c,5
30318,5053,0,[50 51],"(0, 0, 255)",c,5
30319,5053,1,[17 57],"(0, 255, 0)",c,5
30320,5053,2,[65 42],"(255, 0, 0)",c,5
30321,5053,3,[26 13],"(0, 156, 255)",r,5
30322,5053,4,[52 41],"(128, 128, 128)",c,5
30323,5053,5,[10 42],"(0, 255, 255)",r,5
30324,5054,0,[29 64],"(0, 0, 255)",c,5
30325,5054,1,[42 38],"(0, 255, 0)",c,5
30326,5054,2,[63 62],"(255, 0, 0)",r,5
30327,5054,3,[ 8 46],"(0, 156, 255)",c,5
30328,5054,4,[14 59],"(128, 128, 128)",r,5
30329,5054,5,[14 12],"(0, 255, 255)",r,5
30330,5055,0,[15 30],"(0, 0, 255)",r,5
30331,5055,1,[44 54],"(0, 255, 0)",c,5
30332,5055,2,[59 14],"(255, 0, 0)",r,5
30333,5055,3,[59 33],"(0, 156, 255)",c,5
30334,5055,4,[69 28],"(128, 128, 128)",c,5
30335,5055,5,[36 32],"(0, 255, 255)",r,5
30336,5056,0,[17 49],"(0, 0, 255)",r,5
30337,5056,1,[32 13],"(0, 255, 0)",r,5
30338,5056,2,[33 48],"(255, 0, 0)",r,5
30339,5056,3,[65 12],"(0, 156, 255)",r,5
30340,5056,4,[53 61],"(128, 128, 128)",r,5
30341,5056,5,[62 29],"(0, 255, 255)",r,5
30342,5057,0,[19 19],"(0, 0, 255)",c,5
30343,5057,1,[35 32],"(0, 255, 0)",c,5
30344,5057,2,[34 22],"(255, 0, 0)",c,5
30345,5057,3,[14 52],"(0, 156, 255)",r,5
30346,5057,4,[46 45],"(128, 128, 128)",c,5
30347,5057,5,[ 9 35],"(0, 255, 255)",c,5
30348,5058,0,[36 30],"(0, 0, 255)",r,5
30349,5058,1,[35 11],"(0, 255, 0)",r,5
30350,5058,2,[17 11],"(255, 0, 0)",r,5
30351,5058,3,[57 20],"(0, 156, 255)",c,5
30352,5058,4,[26 55],"(128, 128, 128)",c,5
30353,5058,5,[44 64],"(0, 255, 255)",c,5
30354,5059,0,[61 39],"(0, 0, 255)",r,5
30355,5059,1,[29 59],"(0, 255, 0)",r,5
30356,5059,2,[13 45],"(255, 0, 0)",r,5
30357,5059,3,[29 47],"(0, 156, 255)",r,5
30358,5059,4,[62 64],"(128, 128, 128)",c,5
30359,5059,5,[31 28],"(0, 255, 255)",r,5
30360,5060,0,[56 59],"(0, 0, 255)",c,5
30361,5060,1,[26 22],"(0, 255, 0)",c,5
30362,5060,2,[54  5],"(255, 0, 0)",r,5
30363,5060,3,[47 21],"(0, 156, 255)",r,5
30364,5060,4,[13 65],"(128, 128, 128)",r,5
30365,5060,5,[42 35],"(0, 255, 255)",r,5
30366,5061,0,[16 35],"(0, 0, 255)",c,5
30367,5061,1,[43 52],"(0, 255, 0)",r,5
30368,5061,2,[32 61],"(255, 0, 0)",r,5
30369,5061,3,[ 5 48],"(0, 156, 255)",r,5
30370,5061,4,[53 28],"(128, 128, 128)",c,5
30371,5061,5,[35 43],"(0, 255, 255)",r,5
30372,5062,0,[18 45],"(0, 0, 255)",r,5
30373,5062,1,[52 69],"(0, 255, 0)",c,5
30374,5062,2,[35 67],"(255, 0, 0)",r,5
30375,5062,3,[40 46],"(0, 156, 255)",c,5
30376,5062,4,[28 59],"(128, 128, 128)",c,5
30377,5062,5,[43 34],"(0, 255, 255)",r,5
30378,5063,0,[46 12],"(0, 0, 255)",c,5
30379,5063,1,[46 66],"(0, 255, 0)",r,5
30380,5063,2,[31 40],"(255, 0, 0)",r,5
30381,5063,3,[24 21],"(0, 156, 255)",r,5
30382,5063,4,[66 69],"(128, 128, 128)",r,5
30383,5063,5,[39 48],"(0, 255, 255)",r,5
30384,5064,0,[28 18],"(0, 0, 255)",c,5
30385,5064,1,[45 64],"(0, 255, 0)",c,5
30386,5064,2,[60 68],"(255, 0, 0)",c,5
30387,5064,3,[33 35],"(0, 156, 255)",c,5
30388,5064,4,[69 34],"(128, 128, 128)",c,5
30389,5064,5,[50 49],"(0, 255, 255)",r,5
30390,5065,0,[ 8 54],"(0, 0, 255)",r,5
30391,5065,1,[26 41],"(0, 255, 0)",c,5
30392,5065,2,[ 6 13],"(255, 0, 0)",c,5
30393,5065,3,[21 61],"(0, 156, 255)",r,5
30394,5065,4,[30 24],"(128, 128, 128)",c,5
30395,5065,5,[43 52],"(0, 255, 255)",c,5
30396,5066,0,[ 6 51],"(0, 0, 255)",c,5
30397,5066,1,[39 40],"(0, 255, 0)",c,5
30398,5066,2,[26 50],"(255, 0, 0)",c,5
30399,5066,3,[ 9 19],"(0, 156, 255)",c,5
30400,5066,4,[53 52],"(128, 128, 128)",r,5
30401,5066,5,[48 31],"(0, 255, 255)",r,5
